id,published_parsed,published,title,arxiv_primary_category,tags,summary
http://arxiv.org/abs/2109.06496v2,"time.struct_time(tm_year=2021, tm_mon=9, tm_mday=14, tm_hour=7, tm_min=52, tm_sec=2, tm_wday=1, tm_yday=257, tm_isdst=0)",2021-09-14T07:52:02Z,"Electron-electron scattering and conductivity of Galilean-invariant
  systems",cond-mat.mes-hall,['cond-mat.mes-hall'],"The electron-electron scattering does not affect the electrical current in
Galilean-invariant systems. We show that nevertheless electron-electron
collisions may contribute to the electric resistivity of systems with parabolic
spectrum provided that they have multiply connected Fermi surface and there is
an additional mechanism of scattering. To this end, we calculate the
resistivity of a two-dimensional electron gas with two filled transverse
subbands in a presence of electron-electron and impurity scattering. Though the
collisions between the electrons do not directly affect the current in such
systems, they cause a redistribution of the electrons between the Fermi
contours, which results in a noticeable change of resistivity for realistic
mechanisms of impurity scattering."
http://arxiv.org/abs/2010.02461v1,"time.struct_time(tm_year=2020, tm_mon=10, tm_mday=6, tm_hour=4, tm_min=1, tm_sec=6, tm_wday=1, tm_yday=280, tm_isdst=0)",2020-10-06T04:01:06Z,"Interplay of spin-orbit coupling and Coulomb interaction in ZnO-based
  electron system",cond-mat.mes-hall,"['cond-mat.mes-hall', 'cond-mat.other', 'cond-mat.str-el']","Spin-orbit coupling (SOC) is pivotal for various fundamental spin-dependent
phenomena in solids and their technological applications. In semiconductors,
these phenomena have been so far studied in relatively weak electron-electron
interaction regimes, where the single electron picture holds. However, SOC can
profoundly compete against Coulomb interaction, which could lead to the
emergence of unconventional electronic phases. Since SOC depends on the
electric field in the crystal including contributions of itinerant electrons,
electron-electron interactions can modify this coupling. Here we demonstrate
the emergence of SOC effect in a high-mobility two-dimensional electron system
in a simple band structure MgZnO/ZnO semiconductor. This electron system
features also strong electron-electron interaction effects. By changing the
carrier density with Mg-content, we tune the SOC strength and achieve its
interplay with electron-electron interaction. These systems pave a way to
emergent spintronic phenomena in strong electron correlation regime and to the
formation of novel quasiparticles with the electron spin strongly coupled to
the density."
http://arxiv.org/abs/1403.5117v2,"time.struct_time(tm_year=2014, tm_mon=3, tm_mday=20, tm_hour=12, tm_min=47, tm_sec=57, tm_wday=3, tm_yday=79, tm_isdst=0)",2014-03-20T12:47:57Z,"Free-electron properties of metals under ultrafast laser-induced
  electron-phonon nonequilibrium: A first-principles study",cond-mat.mtrl-sci,"['cond-mat.mtrl-sci', 'cond-mat.str-el']","The electronic behavior of various solid metals (Al, Ni, Cu, Au, Ti, and W)
under ultrashort laser irradiation is investigated by means of density
functional theory. Successive stages of extreme nonequilibrium on picosecond
time scale impact the excited material properties in terms of optical coupling
and transport characteristics. As these are generally modelled based on the
free-electron classical theory, the free-electron number is a key parameter.
However, this parameter remains unclearly defined and dependencies on the
electronic temperature are not considered. Here, from first-principles
calculations, density of states are obtained with respect to electronic
temperatures varying from 10^-2 to 10^5 K within a cold lattice. Based on the
concept of localized or delocalized electronic states, temperature dependent
free-electron numbers are evaluated for a series of metals covering a large
range of electronic configurations. With the increase of the electronic
temperature we observe strong adjustments of the electronic structures of
transition metals. These are related to variations of electronic occupation in
localized d bands, via change in electronic screening and electron-ion
effective potential. The electronic temperature dependence of nonequilibrium
density of states has consequences on electronic chemical potentials,
free-electron numbers, electronic heat capacities, and electronic pressures.
Thus electronic thermodynamic properties are computed and discussed, serving as
a base to derive energetic and transport properties allowing the description of
excitation and relaxation phenomena caused by rapid laser action."
http://arxiv.org/abs/cond-mat/0002322v1,"time.struct_time(tm_year=2000, tm_mon=2, tm_mday=21, tm_hour=11, tm_min=53, tm_sec=6, tm_wday=0, tm_yday=52, tm_isdst=0)",2000-02-21T11:53:06Z,First-principles calculations of hot-electron lifetimes in metals,cond-mat.mtrl-sci,['cond-mat.mtrl-sci'],"First-principles calculations of the inelastic lifetime of low-energy
electrons in Al, Mg, Be, and Cu are reported. Quasiparticle damping rates are
evaluated from the knowledge of the electron self-energy, which we compute
within the GW approximation of many-body theory. Inelastic lifetimes are then
obtained along various directions of the electron wave vector, with full
inclusion of the band structure of the solid. Average lifetimes are also
reported, as a function of the electron energy. In Al and Mg, splitting of the
band structure over the Fermi level yields electron lifetimes that are smaller
than those of electrons in a free-electron gas. Larger lifetimes are found in
Be, as a result of the characteristic dip that this material presents in the
density of states near the Fermi level. In Cu, a major contribution from $d$
electrons participating in the screening of electron-electron interactions
yields electron lifetimes which are well above those of electrons in a
free-electron gas with the electron density equal to that of valence ($4s^1$)
electrons."
http://arxiv.org/abs/1010.5544v1,"time.struct_time(tm_year=2010, tm_mon=10, tm_mday=27, tm_hour=0, tm_min=48, tm_sec=15, tm_wday=2, tm_yday=300, tm_isdst=0)",2010-10-27T00:48:15Z,"D'yakonov-Perel' spin relaxation for degenerate electrons in the
  electron-hole liquid",cond-mat.mtrl-sci,['cond-mat.mtrl-sci'],"We present an analytical study of the D'yakonov-Perel' spin relaxation time
for degenerate electrons in a photo-excited electron-hole liquid in intrinsic
semiconductors exhibiting a spin-split band structure. The D'yakonov-Perel'
spin relaxation of electrons in these materials is controlled by electron-hole
scattering, with small corrections from electron-electron scattering and
virtually none from electron-impurity scattering. We derive simple expressions
(one-dimensional and two-dimensional integrals respectively) for the effective
electron-hole and electron-electron scattering rates which enter the spin
relaxation time calculation. The electron-hole scattering rate is found to be
comparable to the scattering rates from impurities in the electron liquid - a
common model for n-type doped semiconductors. As the density of electron-hole
pairs decreases (within the degenerate regime), a strong enhancement of the
scattering rates and a corresponding slowing down of spin relaxation is
predicted due to exchange and correlation effects in the electron-hole liquid.
In the opposite limit of high density, the original D'yakonov-Perel' model
fails due to decreasing scattering rates and is eventually superseded by free
precession of individual quasiparticle spins."
http://arxiv.org/abs/1503.06943v1,"time.struct_time(tm_year=2015, tm_mon=3, tm_mday=24, tm_hour=8, tm_min=8, tm_sec=8, tm_wday=1, tm_yday=83, tm_isdst=0)",2015-03-24T08:08:08Z,"First-principles calculations of heat capacities of ultrafast
  laser-excited electrons in metals",cond-mat.mtrl-sci,['cond-mat.mtrl-sci'],"Ultrafast laser excitation can induce fast increases of the electronic
subsystem temperature. The subsequent electronic evolutions in terms of band
structure and energy distribution can determine the change of several
thermodynamic properties, including one essential for energy deposition; the
electronic heat capacity. Using density functional calculations performed at
finite electronic temperatures, the electronic heat capacities dependent on
electronic temperatures are obtained for a series of metals, including free
electron like, transition and noble metals. The effect of exchange and
correlation functionals and the presence of semicore electrons on electronic
heat capacities are first evaluated and found to be negligible in most cases.
Then, we tested the validity of the free electron approaches, varying the
number of free electrons per atom. This shows that only simple metals can be
correctly fitted with these approaches. For transition metals, the presence of
localized d electrons produces a strong deviation toward high energies of the
electronic heat capacities, implying that more energy is needed to thermally
excite them, compared to free sp electrons. This is attributed to collective
excitation effects strengthened by a change of the electronic screening at high
temperature."
http://arxiv.org/abs/1703.04717v3,"time.struct_time(tm_year=2017, tm_mon=3, tm_mday=14, tm_hour=20, tm_min=48, tm_sec=8, tm_wday=1, tm_yday=73, tm_isdst=0)",2017-03-14T20:48:08Z,"Born-Oppenheimer Dynamics, Electronic Friction, and the Inclusion of
  Electron-Electron Interactions",cond-mat.mtrl-sci,['cond-mat.mtrl-sci'],"We present a universal expression for the electronic friction as felt by a
set of classical nuclear degrees of freedom (DoF's) coupled to a manifold of
quantum electronic DoF's; no assumptions are made regarding the nature of the
electronic Hamiltonian and electron-electron repulsions are allowed. Our
derivation is based on a quantum-classical Liouville equation (QCLE) for the
coupled electronic-nuclear motion, followed by an adiabatic approximation
whereby electronic transitions are assumed to equilibrate faster than nuclear
movement. The resulting form of friction is completely general, but does reduce
to previously published expressions for the quadratic Hamiltonian (i.e.
Hamiltonians without electronic correlation). At equilibrium, the second
fluctuation-dissipation theorem is satisfied and the frictional matrix is
symmetric. To demonstrate the importance of electron-electron correlation, we
study electronic friction within the Anderson-Holstein model, where a proper
treatment of electron-electron interactions shows signatures of a Kondo
resonance and a mean-field treatment is completely inadequate."
http://arxiv.org/abs/1912.05080v2,"time.struct_time(tm_year=2019, tm_mon=12, tm_mday=11, tm_hour=2, tm_min=0, tm_sec=33, tm_wday=2, tm_yday=345, tm_isdst=0)",2019-12-11T02:00:33Z,"Emergence and spectral-weight transfer of electronic states in the
  Hubbard ladder",cond-mat.str-el,"['cond-mat.str-el', 'cond-mat.stat-mech', 'cond-mat.supr-con']","The number of electronic bands is usually considered invariant regardless of
the electron density in a band picture. However, in interacting systems, the
spectral-weight distribution generally changes depending on the electron
density, and electronic states can even emerge or disappear as the electron
density changes. Here, to clarify how electronic states emerge and become
dominant as the electron density changes, the spectral function of the Hubbard
ladder with strong repulsion and strong intrarung hopping is studied using the
non-Abelian dynamical density-matrix renormalization-group method. A mode
emerging in the low-electron-density limit gains spectral weight as the
electron density increases and governs the dimer Mott physics at
quarter-filling. In contrast, the antibonding band, which is dominant in the
low-electron-density regime, loses spectral weight and disappears at the Mott
transition at half-filling, exhibiting the momentum-shifted magnetic dispersion
relation in the small-doping limit. This paper identifies the origin of the
electronic states responsible for the Mott transition and brings a new
perspective to electronic bands by revealing the overall nature of electronic
states over a wide energy and electron-density regime."
http://arxiv.org/abs/cond-mat/9610058v1,"time.struct_time(tm_year=1996, tm_mon=10, tm_mday=8, tm_hour=14, tm_min=8, tm_sec=55, tm_wday=1, tm_yday=282, tm_isdst=0)",1996-10-08T14:08:55Z,"Electronic Properties Of Buckminsterfullerenes: Degeneracies and
  Surprises",cond-mat.str-el,['cond-mat.str-el'],"Buckminsterfullerene compounds exibit remarkable physics at low temperatures,
e.g. high temperature superconductivity in alkali-fullerenes, and
ferromagnetism in TDAE -C60. Here we review recent theoretical studies of
electron correlations in these compounds. In particular, we discuss models of
electron-vibron interactions, electron-electron interactions, and
intermolecular hopping. We show that the origin of novel electronic phases lies
in {\em local} degeneracies of C60; a direct consequence of the high molecular
symmetry."
http://arxiv.org/abs/0708.0523v1,"time.struct_time(tm_year=2007, tm_mon=8, tm_mday=3, tm_hour=14, tm_min=34, tm_sec=40, tm_wday=4, tm_yday=215, tm_isdst=0)",2007-08-03T14:34:40Z,Energy relaxation in the spin-polarized disordered electron liquid,cond-mat.mes-hall,"['cond-mat.mes-hall', 'cond-mat.str-el']","The energy relaxation in the spin-polarized disordered electron systems is
studied in the diffusive regime. We derived the quantum kinetic equation in
which the kernel of electron-electron collision integral explicitly depends on
the electron magnetization. As the consequence, the inelastic scattering rate
is found to have non-monotonic dependence on the spin polarization of the
electron system."
http://arxiv.org/abs/0803.3893v1,"time.struct_time(tm_year=2008, tm_mon=3, tm_mday=27, tm_hour=11, tm_min=38, tm_sec=9, tm_wday=3, tm_yday=87, tm_isdst=0)",2008-03-27T11:38:09Z,Shear viscosity of degenerate electron matter,astro-ph,['astro-ph'],"We calculate the partial electron shear viscosity $\eta_{ee}$ limited by
electron-electron collisions in a strongly degenerate electron gas taking into
account the Landau damping of transverse plasmons. The Landau damping strongly
suppresses $\eta_{ee}$ in the domain of ultrarelativistic degenerate electrons
and modifies its %asymptotic temperature behavior. The efficiency of the
electron shear viscosity in the cores of white dwarfs and envelopes of neutron
stars is analyzed."
http://arxiv.org/abs/1607.02338v1,"time.struct_time(tm_year=2016, tm_mon=7, tm_mday=8, tm_hour=12, tm_min=37, tm_sec=10, tm_wday=4, tm_yday=190, tm_isdst=0)",2016-07-08T12:37:10Z,Resonant electron-phonon-electron interaction,cond-mat.supr-con,"['cond-mat.supr-con', 'cond-mat.mes-hall']","The effect of the resonance of electron scattering energy difference and
phonon energy on the electron-phonon-electron interaction (EPEI) is studied.
Results show that the resonance of electron transition energy and phonon energy
can enhance EPEI by a magnitude of 1 to 2. Moreover, the anisotropic S-wave
electron or dx2-y2 electron can enhance resonance EPEI, and the self-energy
correction of the electron will weaken resonance EPEI. Particularly, the
asymmetrical spin-flip scattering process in k space can reduce the effect of
electronic self-energy to enhance resonance EPEI"
http://arxiv.org/abs/1806.11057v1,"time.struct_time(tm_year=2018, tm_mon=6, tm_mday=28, tm_hour=16, tm_min=16, tm_sec=48, tm_wday=3, tm_yday=179, tm_isdst=0)",2018-06-28T16:16:48Z,"The electric field of an electron in a electron-hole plasma with
  degenerate electrons",physics.plasm-ph,['physics.plasm-ph'],"We consider the possibility of formation of a superconductivity state either
in a semiconductor or in a electron-hole plasma with the degenerate electrons
due to the attractive forces between the electrons as a result of the exchange
effects through the electron-hole sound wave by analogy to the phonon waves in
a solid state. We have determined the view of an interaction potential between
two electrons in a degenerate electron-hole plasma. The potential appears to be
attractive at distances large than the Debye radius and decreases as $1/r^3$.
We discuss the conditions at which the bound electron state - Cooper Pair in a
such field can be formed."
http://arxiv.org/abs/1202.4452v1,"time.struct_time(tm_year=2012, tm_mon=2, tm_mday=19, tm_hour=13, tm_min=29, tm_sec=44, tm_wday=6, tm_yday=50, tm_isdst=0)",2012-02-19T13:29:44Z,Plasmon-assisted electron-electron collisions at metallic surfaces,cond-mat.mes-hall,"['cond-mat.mes-hall', 'cond-mat.other']","We present a theoretical treatment for the ejection of a secondary electron
from a clean metallic surface induced by the impact of a fast primary electron.
Assuming a direct scattering between the incident, primary electron and the
electron in a metal, we calculate the electron-pair energy distributions at the
surfaces of Al and Be. Different models for the screening of the
electron-electron interaction are examined and the footprints of the surface
and the bulk plasmon modes are determined and analyzed. The formulated
theoretical approach is compared with the available experimental data on the
electron-pair emission from Al."
http://arxiv.org/abs/cond-mat/0604125v1,"time.struct_time(tm_year=2006, tm_mon=4, tm_mday=5, tm_hour=10, tm_min=7, tm_sec=55, tm_wday=2, tm_yday=95, tm_isdst=0)",2006-04-05T10:07:55Z,"Electron-Phonon Scattering in Semiconductor Structures with
  One-Dimensional Electron Gas",cond-mat.mes-hall,['cond-mat.mes-hall'],"In this study a method for calculation of the electron-phonon scattering rate
in semiconductor structures with one-dimensional electron gas is developed. The
energy uncertainty of electrons is taken into account."
http://arxiv.org/abs/1001.0795v2,"time.struct_time(tm_year=2010, tm_mon=1, tm_mday=5, tm_hour=23, tm_min=43, tm_sec=55, tm_wday=1, tm_yday=5, tm_isdst=0)",2010-01-05T23:43:55Z,On Unconventional Electron Pairing In a Periodic Potential,cond-mat.supr-con,"['cond-mat.supr-con', 'cond-mat.str-el']","On the assumption that two electrons with the same group velocity effectively
attract each other a simple model Hamiltonian is proposed to question the
existence of unconventional electron pairs formed by electrons in a strong
periodic potential."
http://arxiv.org/abs/1301.2544v1,"time.struct_time(tm_year=2013, tm_mon=1, tm_mday=11, tm_hour=16, tm_min=45, tm_sec=2, tm_wday=4, tm_yday=11, tm_isdst=0)",2013-01-11T16:45:02Z,Spin polarization of electrons in quantum wires,cond-mat.mes-hall,['cond-mat.mes-hall'],"The total energy of a quasi-one-dimensional electron system is calculated
using density functional theory. It is shown that spontaneous ferromagnetic
state in quantum wire occurs at low one-dimensional electron density. The
critical electron density below which electrons are in spin-polarized state is
estimated analytically."
http://arxiv.org/abs/1804.07299v1,"time.struct_time(tm_year=2018, tm_mon=4, tm_mday=18, tm_hour=20, tm_min=8, tm_sec=27, tm_wday=2, tm_yday=108, tm_isdst=0)",2018-04-18T20:08:27Z,"Electron beam-plasma interaction and electron-acoustic solitary waves in
  a plasma with suprathermal electrons",physics.plasm-ph,"['physics.plasm-ph', 'astro-ph.HE']","Suprathermal electrons and inertial drifting electrons, so called electron
beam, are crucial to the nonlinear dynamics of electrostatic solitary waves
observed in several astrophysical plasmas. In this paper, the propagation of
electron-acoustic solitary waves is investigated in a collisionless,
unmagnetized plasma consisting of cool inertial background electrons, hot
suprathermal electrons (modeled by a $\kappa$-type distribution), and
stationary ions. The plasma is penetrated by a cool electron beam component. A
linear dispersion relation is derived to describe small-amplitude wave
structures that shows a weak dependence of the phase speed on the electron beam
velocity and density. A (Sagdeev-type) pseudopotential approach is employed to
obtain the existence domain of large-amplitude solitary waves, and investigate
how their nonlinear structures depend on the kinematic and physical properties
of the electron beam and the suprathermality (described by $\kappa$) of the hot
electrons. The results indicate that the electron beam can largely alter the
electron-acoustic solitary waves, but can only produce negative polarity
solitary waves in this model. While the electron beam co-propagates with the
solitary waves, the soliton existence domain (Mach number range) becomes
narrower (nearly down to nil) with increasing the beam speed and the
beam-to-hot electron temperature ratio, and decreasing the beam-to-cool
electron density ratio in high suprathermality (low $\kappa$). It is found that
the electric potential amplitude largely declines with increasing the beam
speed and the beam-to-cool electron density ratio for co-propagating solitary
waves, but is slightly decreased by raising the beam-to-hot electron
temperature ratio."
